fname,label
201303010600_59,D
201303010600_58,D
201303010600_57,D
201303010600_61,D
201303020618_58,E
201303020618_57,D
201303020618_60,E
201303020618_61,D
201303020618_63,H
201303020618_59,H
201303031150_63,D
201303031150_62,D
201303031150_60,E
201303031150_57,H
201303040524_62,D
201303040524_63,D
201303040524_60,E
201303050841_60,D
201303050841_64,H
201303050841_63,D
201303050841_62,C
201303060546_60,D
201303060546_62,H
201303060546_65,E
201303070558_65,E
201303080551_60,D
201303080551_65,E
201303080551_67,D
201303080551_66,H
201303080551_64,C
201303100751_65,D
201303100751_67,D
201303100751_68,D
201303100751_66,H
201303110605_67,D
201303110605_68,H
201303110605_66,H
201303110605_65,E
201303110605_71,H
201303120642_71,D
201303120642_67,D
201303120642_69,H
201303120642_73,A
201303120642_65,E
201303120642_66,H
201303120642_70,H
201303131215_65,E
201303131215_70,H
201303131215_67,D
201303131215_71,E
201303131215_66,H
201303131215_69,D
201303131215_72,H
201303131215_74,H
201303140512_69,D
201303140512_74,D
201303140512_72,H
201303140512_67,D
201303140512_71,E
201303140512_70,H
201303140512_65,D
201303150724_74,D
201303150724_69,H
201303150724_76,D
201303150724_70,H
201303150724_67,D
201303150724_77,C
201303150724_72,H
201303190542_72,D
201303190542_79,H
201303190542_69,D
201303200820_79,H
201303200820_80,C
201303200820_72,D
201303210556_72,D
201303210556_82,A
201303210556_81,H
201303220514_81,D
201303220514_83,D
201303230856_81,D
201303240434_81,D
201303250446_85,D
201303250446_84,C
201303270552_86,D
201303270552_84,H
201303270552_87,C
201303270552_85,D
201303280651_84,H
201303280651_86,H
201303280651_87,D
201303280651_85,H
201303290630_86,D
201303290630_90,D
201303290630_91,D
201303290630_84,C
201303300429_89,D
201303300429_-2,A
201303300429_84,D
201303300429_91,D
201303300429_90,D
201303310448_91,D
201303310448_89,D
201303310448_90,D
201303310448_93,H
201303310448_94,D
201303310448_84,H
201304010438_90,D
201304010438_89,H
201304010438_84,D
201304010438_94,H
201304010438_91,D
201304020531_90,H
201304020531_96,D
201304020531_95,A
201304020531_89,D
201304020531_91,D
201304020531_84,C
201304020531_92,C
201304030439_96,C
201304030439_91,D
201304030439_90,H
201304030439_89,D
201304030439_92,D
201304040514_89,H
201304040514_96,D
201304040514_91,D
201304040514_97,H
201304040514_99,H
201304040514_92,C
201304040514_98,D
201304050433_100,H
201304050433_92,C
201304050433_101,B
201304050433_98,D
201304050433_97,H
201304050433_89,H
201304050433_96,D
201304050433_91,D
201304060516_102,D
201304060516_97,D
201304060516_96,D
201304060516_98,D
201304070532_98,H
201304070532_105,D
201304070532_101,D
201304070532_102,D
201304070532_103,H
201304070532_97,D
201304070532_106,H
201304070532_96,E
201304070532_92,D
201304080543_105,D
201304080543_107,C
201304080543_102,D
201304080543_96,D
201304080543_101,A
201304080543_97,D
201304080543_92,E
201304080543_103,D
201304080543_104,D
201304100554_102,D
201304100554_110,D
201304100554_103,H
201304100554_109,D
201304100554_104,D
201304100554_101,C
201304100554_97,H
201304100554_108,H
201304100554_92,H
201304110754_104,E
201304110754_109,D
201304110754_110,D
201304110754_102,D
201304110754_97,H
201304120428_110,D
201304120428_104,E
201304120428_109,D
201304120428_97,H
201304120428_102,D
201304130429_-2,A
201304130429_104,E
201304130429_102,E
201304130429_110,D
201304130429_109,D
201304140427_109,D
201304140427_110,D
201304140427_104,E
201304150411_110,D
201304150411_109,D
201304150411_104,E
201304150411_111,H
201304180528_111,D
201304180528_110,D
201304190657_113,D
201304190657_111,D
201304190657_114,C
201304190657_115,D
201304200439_114,H
201304200439_117,H
201304200439_116,D
201304200439_115,E
201304200439_118,H
201304200439_111,A
201304200439_119,A
201304220908_119,H
201304220908_116,E
201304230836_119,H
201304230836_116,E
201304230836_121,A
201304230836_120,A
201304230836_115,F
201304251009_122,H
201304251009_119,D
201304251009_124,D
201304251009_121,H
201304251009_116,E
201304251009_123,D
201304260358_123,H
201304260358_124,D
201304260358_122,H
201304260358_116,H
201304260358_119,H
201304270356_122,C
201304270356_124,D
201304270356_125,E
201304270356_126,C
201304280359_125,E
201304280359_128,A
201304280359_124,D
201304280359_126,D
201304280359_122,H
201304290328_124,E
201304290328_127,C
201304290328_122,H
201304290328_126,E
201304300413_124,E
201304300413_127,D
201304300413_122,H
201304300413_126,E
201305010349_127,E
201305010349_124,E
201305010349_129,E
201305010349_130,D
201305010349_122,H
201305020334_124,D
201305020334_127,E
201305020334_129,E
201305020334_122,H
201305030330_129,E
201305030330_127,D
201305040343_129,E
201305040343_133,H
201305040343_132,H
201305040343_127,D
201305040343_131,H
201305040343_125,E
201305050354_127,D
201305050354_129,E
201305050354_134,D
201305050354_135,E
201305060337_127,D
201305060337_135,E
201305060337_134,D
201305060337_136,C
201305060337_129,E
201305070405_130,D
201305070405_127,D
201305070405_137,D
201305070405_134,H
201305070405_136,D
201305070405_129,E
201305080414_136,D
201305080414_135,E
201305080414_130,D
201305080414_137,H
201305080414_129,E
201305080414_134,D
201305090343_130,D
201305090343_134,E
201305090343_136,A
201305090343_135,D
201305090343_129,H
201305090343_137,H
201305100321_136,D
201305100321_134,D
201305100321_139,H
201305100321_138,D
201305100321_135,H
201305110356_137,D
201305110356_136,H
201305110356_134,D
201305110356_135,H
201305110356_139,D
201305110356_138,D
201305120420_137,D
201305120420_138,D
201305120420_139,D
201305120420_134,E
201305120420_140,D
201305120420_136,H
201305130316_143,H
201305130316_136,H
201305130316_138,H
201305130316_141,D
201305130316_142,F
201305130316_139,D
201305130316_137,D
201305130316_134,C
201305140323_138,H
201305140323_141,D
201305140323_143,D
201305140323_142,E
201305140323_137,C
201305140323_139,D
201305140323_144,A
201305160333_149,B
201305160333_146,D
201305160333_142,H
201305160333_143,D
201305160333_145,E
201305160333_141,D
201305160333_144,C
201305160333_139,E
201305170331_142,E
201305170331_144,D
201305170331_139,E
201305170331_141,D
201305170331_145,E
201305170331_146,D
201305170331_149,A
201305170331_143,D
201305180510_145,E
201305180510_141,D
201305180510_143,E
201305190625_148,H
201305190625_141,D
201305190625_143,D
201305190625_142,D
201305200312_143,H
201305200312_145,E
201305200312_141,D
201305210319_151,D
201305210319_145,E
201305210319_143,H
201305210319_150,D
201305210319_141,H
201305210319_142,H
201305220302_152,D
201305220302_154,A
201305220302_151,E
201305220302_150,D
201305220302_145,E
201305230258_152,E
201305230258_151,D
201305230258_150,D
201305230258_153,E
201305230258_145,D
201305240301_151,D
201305240301_150,D
201305240301_153,E
201305240301_155,H
201305240301_145,D
201305240301_152,E
201305250701_150,D
201305250701_156,H
201305250701_153,E
201305250701_151,H
201305270617_153,E
201305270617_157,H
201305280346_159,H
201305280346_157,H
201305280346_153,E
201305290345_153,D
201305290345_160,H
201305290345_161,H
201305290345_159,H
201305290345_157,H
201305300309_157,D
201305300309_153,D
201305300309_159,H
201305300309_163,D
201305300309_162,D
201305310304_159,H
201305310304_165,H
201305310304_164,D
201305310304_162,D
201305310304_157,C
201306010318_164,D
201306010318_159,A
201306010318_162,H
201306010318_165,D
201306010318_157,H
201306020342_157,H
201306020342_165,H
201306020342_167,D
201306020342_164,H
201306020342_166,D
201306030327_167,D
201306030327_164,A
201306030327_166,E
201306030327_162,H
201306030327_165,H
201306030327_157,A
201306040413_165,H
201306040413_167,D
201306040413_166,E
201306050327_166,E
201306050327_167,D
201306050327_165,E
201306050327_168,D
201306050327_169,D
201306060958_169,D
201306060958_168,D
201306081032_169,D
201306090311_170,D
201306090311_169,E
201306100312_170,D
201306100312_172,H
201306100312_169,E
201306100312_171,D
201306110358_169,E
201306120354_173,D
201306130253_173,D
201306140511_173,D
201306140511_174,D
201306150313_175,H
201306150313_174,D
201306150313_176,D
201306150313_173,D
201306160321_176,D
201306160321_174,C
201306160321_178,D
201306160321_175,H
201306170312_174,H
201306170312_180,D
201306170312_179,D
201306170312_178,D
201306170312_175,H
201306170312_176,D
201306180541_182,H
201306180541_176,D
201306180541_178,D
201306180541_179,D
201306180541_175,H
201306180541_180,D
201306190352_178,H
201306190352_183,D
201306190352_179,D
201306190352_176,D
201306190352_180,D
201306190352_175,H
201306210341_175,H
201306210341_185,H
201306210341_178,D
201306210341_183,D
201306210341_179,H
201306210341_176,E
201306210341_184,H
201306210341_180,D
201306220315_182,H
201306220315_183,D
201306220315_176,E
201306220315_179,D
201306220315_181,D
201306220315_178,D
201306220315_186,C
201306220315_180,D
201306220315_175,H
201306220315_185,H
201306230404_186,H
201306230404_176,E
201306230404_183,E
201306230404_180,D
201306230404_175,H
201306230404_178,D
201306230404_179,D
201306240440_178,D
201306240440_189,D
201306240440_180,D
201306240440_186,H
201306250703_180,D
201306250703_188,E
201306250703_189,B
201306250703_186,H
201306260300_191,C
201306260300_190,D
201306260300_180,D
201306260300_186,C
201306260300_192,B
201306260300_188,D
201306270310_188,E
201306270310_193,D
201306270310_186,H
201306270310_190,H
201306280312_194,D
201306280312_192,H
201306280312_186,H
201306280312_188,E
201306280312_190,C
201306290340_196,C
201306290340_186,H
201306290340_194,D
201306290340_188,E
201306290340_195,D
201306300329_186,H
201306300329_190,A
201306300329_188,D
201306300329_192,D
201306300329_194,D
201307010312_194,D
201307010312_197,C
201307010312_198,H
201307010312_192,D
201307020300_197,H
201307020300_194,D
201307020300_199,D
201307020300_200,D
201307030703_199,D
201307030703_200,H
201307030703_202,D
201307030703_194,D
201307040855_202,D
201307040855_199,D
201307050428_202,D
201307050428_199,D
201307050428_203,E
201307060354_199,D
201307060354_203,E
201307060354_204,H
201307070312_203,E
201307070312_199,E
201307070312_206,C
201307070312_205,D
201307080314_203,E
201307080314_207,H
201307080314_206,D
201307080314_205,D
201307080314_199,D
201307090445_205,H
201307090445_203,E
201307100352_203,E
201307110314_201,E
201307110314_203,E
201307110314_207,H
201307120827_203,E
201307120827_208,D
201307130305_210,H
201307130305_203,E
201307130305_208,D
201307130305_209,H
201307140316_208,D
201307140316_211,D
201307140316_203,D
201307140316_209,D
201307150314_211,D
201307150314_209,H
201307150314_208,D
201307160304_215,H
201307160304_214,E
201307160304_213,H
201307160304_208,D
201307170317_212,D
201307170317_215,D
201307170317_214,E
201307170317_216,D
201307170317_208,D
201307200353_218,A
201307200353_217,H
201307200353_219,C
201307210341_219,H
201307210341_220,D
201307230438_219,D
201307230438_214,E
201307230438_218,B
201307230438_221,D
201307230438_220,D
201307230438_222,B
201307240422_219,H
201307240422_214,E
201307240422_220,D
201307250319_225,H
201307250319_220,D
201307250319_214,E
201307250319_226,B
201307250319_227,D
201307250319_223,H
201307260302_220,D
201307260302_223,H
201307260302_227,D
201307260302_219,H
201307270613_229,A
201307270613_227,D
201307270613_220,D
201307270613_219,H
201307270613_223,H
201307270613_228,H
201307290538_232,D
201307290538_227,D
201307290538_231,H
201307290538_230,D
201307290538_223,H
201307300357_223,H
201307300357_232,D
201307300357_230,E
201307300357_233,D
201307310315_230,D
201307310315_232,D
201307310315_235,D
201307310315_223,H
201307310315_233,C
201308010323_230,D
201308010323_237,C
201308010323_235,H
201308010323_232,D
201308010323_223,H
201308010323_233,H
201308020330_232,C
201308020330_230,D
201308020330_235,D
201308020330_236,E
201308020330_223,H
201308020330_239,D
201308020330_233,H
201308020330_238,H
201308030332_238,C
201308030332_236,E
201308030332_235,D
201308030332_233,D
201308030332_230,E
201308040523_233,D
201308040523_238,H
201308040523_236,D
201308040523_230,E
201308040523_241,B
201308040523_240,A
201308050321_236,D
201308050321_242,H
201308050321_230,D
201308050321_233,D
201308050321_240,H
201308050321_238,D
201308060303_242,D
201308060303_236,D
201308060303_238,D
201308060303_233,H
201308070331_238,D
201308070331_243,H
201308070331_233,H
201308070331_236,E
201308080319_238,D
201308080319_236,H
201308080319_246,D
201308080319_243,D
201308090326_236,H
201308090326_238,D
201308090326_243,D
201308090326_244,H
201308090326_245,D
201308090326_246,A
201308100342_236,C
201308100342_244,H
201308100342_243,D
201308100342_245,H
201308100342_247,D
201308110328_243,D
201308110328_247,D
201308110328_245,H
201308110328_249,H
201308110328_248,D
201308120325_247,D
201308120325_249,D
201308120325_245,H
201308120325_248,D
201308130446_247,E
201308130446_245,H
201308130446_248,D
201308130446_251,H
201308130446_249,D
201308140359_248,D
201308140359_247,E
201308140359_249,D
201308140359_250,E
201308150323_253,D
201308150323_250,E
201308150323_247,E
201308150323_249,D
201308150323_248,D
201308160318_247,E
201308160318_252,D
201308160318_248,D
201308160318_249,D
201308160318_250,E
201308170331_248,D
201308170331_254,H
201308170331_252,D
201308170331_250,D
201308170331_247,E
201308180750_254,H
201308180750_256,C
201308180750_255,D
201308180750_257,H
201308180750_248,D
201308190326_248,H
201308190326_255,D
201308190326_259,H
201308190326_250,D
201308190326_256,D
201308190326_254,D
201308200316_261,H
201308200316_255,D
201308200316_256,E
201308200316_258,D
201308200316_254,D
201308200316_259,H
201308200316_250,D
201308210515_250,D
201308210515_260,D
201308210515_254,D
201308210515_263,H
201308210515_264,H
201308210515_258,D
201308210515_256,D
201308210515_262,D
201308220333_260,H
201308220333_254,H
201308220333_258,D
201308220333_263,D
201308220333_265,D
201308220333_266,D
201308220333_256,D
201308220333_250,D
201308230351_265,D
201308230351_266,D
201308230351_263,D
201308230351_260,H
201308230351_254,H
201308230351_258,D
201308240332_258,C
201308240332_260,C
201308240332_254,H
201308250724_254,H
201308250724_260,D
201308260403_260,D
201308260403_269,H
201308260403_258,H
201308260403_267,E
201308270438_260,H
201308270438_268,D
201308270438_267,E
201308280358_268,D
201308280358_258,C
201308280358_260,H
201308280358_267,D
201308290410_270,H
201308290410_268,D
201308290410_267,D
201308300410_270,H
201308300410_268,D
201308300410_267,D
201308310517_270,E
201308310517_267,E
201308310517_268,D
201308310517_271,H
201309020653_267,D
201309020653_273,D
201309020653_268,D
201309020653_272,A
201309030547_268,D
201309030547_267,D
201309030547_273,D
201309030547_270,D
201309040421_270,D
201309040421_273,D
201309040421_268,D
201309050550_274,D
201309050550_273,D
201309050550_270,D
201309050550_275,H
201309060359_270,D
201309060359_277,H
201309060359_274,H
201309070434_279,A
201309070434_280,H
201309070434_278,D
201309070434_276,H
201309080445_276,D
201309080445_280,D
201309080445_281,H
201309090557_280,C
201309090557_276,D
201309100440_281,H
201309100440_282,C
201309100440_283,H
201309100440_276,H
201309110639_280,D
201309110639_276,H
201309110639_284,H
201309110639_282,D
201309120430_280,H
201309120430_284,D
201309120430_276,H
201309130427_285,H
201309130427_276,D
201309130427_282,D
201309130427_286,H
201309130427_280,H
201309140410_285,H
201309150449_285,H
201309150449_283,H
201309150449_286,H
201309160517_285,H
201309170420_287,H
201309170420_285,H
201309180533_290,H
201309180533_291,D
201309180533_285,H
201309190441_291,D
201309190441_293,H
201309190441_285,H
201309190441_289,H
201309190441_288,H
201309200958_293,H
201309200958_294,H
201309200958_285,H
201309200958_291,D
201309200958_295,D
201309200958_292,D
201309210519_292,D
201309210519_295,D
201309210519_298,H
201309210519_291,H
201309210519_285,H
201309230609_292,H
201309230609_300,A
201309230609_296,D
201309230609_295,E
201309230609_299,H
201309230609_288,H
201309240534_295,D
201309240534_299,A
201309240534_292,D
201309240534_288,H
201309240534_296,E
201309250433_296,D
201309250433_295,H
201309250433_303,H
201309250433_302,H
201309250433_301,H
201309250433_292,H
201309260421_292,H
201309260421_303,A
201309260421_304,A
201309260421_296,E
201309260421_295,A
201309260421_301,B
201309270431_292,H
201309270431_296,D
201309270431_301,B
201309280602_296,D
201309290552_296,D
201309290552_306,C
201309290552_308,H
201310010531_309,D
201310010531_306,H
201310020635_309,D
201310020635_306,H
201310030431_309,D
201310030431_312,D
201310050525_311,D
201310050525_313,H
201310050525_310,H
201310050525_309,E
201310060849_310,C
201310060849_314,H
201310060849_315,D
201310060849_311,D
201310070622_315,D
201310070622_311,D
201310070622_310,D
201310070622_317,D
201310070622_314,D
201310070622_316,D
201310070622_313,H
201310080504_311,D
201310080504_317,D
201310080504_316,D
201310080504_318,H
201310080504_310,C
201310080504_315,D
201310090514_310,D
201310090514_319,D
201310090514_316,H
201310090514_314,B
201310090514_315,D
201310090514_311,D
201310090514_322,H
201310090514_318,D
201310090514_317,H
201310090514_321,H
201310100512_316,D
201310100512_315,D
201310100512_310,D
201310100512_323,D
201310100512_311,D
201310100512_318,D
201310100512_320,F
201310100512_319,H
201310110538_325,D
201310110538_323,H
201310110538_327,D
201310110538_320,F
201310110538_318,D
201310110538_310,H
201310110538_316,D
201310110538_319,D
201310110538_326,H
201310120530_326,H
201310120530_323,D
201310120530_310,H
201310120530_328,H
201310120530_319,H
201310120530_316,D
201310120530_318,E
201310130526_329,H
201310130526_323,D
201310130526_330,D
201310130526_316,D
201310130526_318,D
201310140518_316,D
201310140518_323,D
201310140518_318,D
201310140518_332,D
201310140518_329,H
201310150531_319,B
201310150531_331,E
201310150531_318,E
201310150531_332,D
201310150531_327,D
201310150531_323,D
201310150531_329,H
201310160514_332,H
201310160514_320,E
201310160514_336,D
201310160514_331,D
201310160514_318,E
201310160514_327,D
201310170524_327,H
201310170524_336,D
201310170524_338,D
201310170524_335,D
201310170524_332,D
201310170524_334,H
201310170524_337,D
201310170524_320,E
201310170524_329,D
201310170524_331,D
201310180530_334,C
201310180530_331,H
201310180530_332,D
201310180530_338,D
201310180530_329,D
201310180530_335,D
201310190554_329,D
201310190554_331,H
201310190554_338,D
201310190554_335,D
201310190554_339,E
201310190554_334,H
201310210521_334,H
201310210521_339,E
201310210521_340,E
201310210521_341,D
201310210521_338,D
201310210521_335,D
201310210521_331,H
201310220529_340,E
201310220529_342,D
201310220529_343,H
201310220529_338,D
201310220529_335,D
201310220529_334,H
201310230726_334,C
201310230726_344,D
201310230726_342,D
201310230726_335,B
201310240552_334,H
201310240552_340,E
201310240552_342,D
201310240552_344,H
201310240552_345,C
201310250528_334,H
201310250528_342,D
201310250528_345,D
201310250528_340,E
201310260531_342,D
201310260531_346,D
201310260531_345,D
201310260531_339,F
201310260531_340,E
201310270531_346,D
201310270531_339,E
201310270531_345,D
201310270531_340,D
201310270531_342,D
201310281011_349,H
201310281011_350,D
201310281011_351,D
201310281011_347,H
201310281011_340,D
201310281011_342,D
201310281011_346,D
201310290625_351,D
201310290625_346,D
201310290625_349,D
201310290625_348,E
201310290625_350,D
201310290625_342,D
201310290625_347,H
201310300514_350,D
201310300514_349,D
201310300514_342,D
201310300514_346,D
201310300514_348,F
201310300514_352,H
201310300514_351,D
201310300514_353,H
201310300514_347,H
201310310534_351,D
201310310534_346,D
201310310534_354,D
201310310534_347,C
201310310534_350,D
201310310534_349,C
201311010551_358,A
201311010551_349,D
201311010551_357,D
201311010551_351,D
201311010551_354,D
201311010551_346,D
201311020532_349,D
201311020532_351,D
201311020532_348,E
201311020532_354,D
201311020532_346,D
201311030536_349,D
201311030536_348,E
201311030536_360,H
201311030536_361,D
201311030536_354,C
201311030536_346,D
201311040559_361,D
201311040559_349,H
201311040559_354,D
201311040559_348,D
201311040559_360,D
201311050523_361,D
201311050523_349,D
201311050523_359,F
201311050523_354,D
201311050523_348,E
201311060625_361,D
201311060625_354,D
201311060625_363,H
201311060625_349,H
201311060625_359,F
201311060625_348,D
201311070657_359,E
201311070657_363,D
201311070657_361,D
201311070657_354,D
201311070657_365,D
201311090549_364,H
201311090549_363,D
201311090549_366,H
201311100546_368,H
201311100546_363,D
201311100546_367,H
201311110738_367,D
201311110738_368,H
201311110738_359,F
201311120653_359,E
201311120653_367,D
201311120653_368,D
201311120653_370,H
201311130604_372,H
201311130604_370,H
201311130604_368,D
201311130604_373,H
201311130604_367,D
201311140620_368,D
201311140620_372,D
201311140620_367,D
201311140620_370,H
201311140620_371,D
201311140620_373,D
201311150826_367,D
201311150826_368,H
201311150826_370,D
201311150826_373,D
201311150826_371,E
201311150826_372,D
201311150826_375,D
201311160556_376,D
201311160556_371,E
201311160556_370,D
201311160556_373,D
201311160556_375,D
201311160556_367,D
201311170632_371,D
201311170632_375,D
201311170632_367,E
201311170632_373,E
201311170632_376,D
201311170632_370,D
201311170632_378,C
201311170632_377,H
201311180544_370,E
201311180544_374,H
201311180544_371,E
201311180544_367,E
201311180544_373,D
201311190544_379,A
201311190544_370,D
201311190544_371,E
201311190544_380,H
201311200517_371,E
201311200517_370,H
201311200517_369,E
201311200517_380,H
201311210702_381,H
201311210702_371,E
201311210702_382,D
201311210702_380,C
201311220726_371,E
201311220726_380,H
201311230607_380,H
201311230607_379,D
201311240614_384,C
201311240614_379,D
201311240614_380,H
201311250554_385,H
201311250554_379,C
201311250554_386,D
201311250554_380,H
201311260603_386,D
201311260603_384,D
201311260603_380,D
201311280548_384,E
201311280548_387,D
201311280548_388,D
201311280548_380,D
201311290540_389,E
201311290540_384,E
201311290540_387,E
201311290540_388,H
201311300908_390,H
201311300908_387,E
201311300908_391,D
201311300908_388,D
201311300908_384,D
201311300908_392,H
201311300908_389,E
201312010612_391,D
201312010612_384,H
201312010612_387,E
201312010612_388,D
201312010612_389,E
201312040549_394,C
201312040549_397,D
201312040549_396,D
201312040549_398,H
201312040549_391,H
201312040549_387,E
201312040549_389,E
201312050559_391,H
201312050559_397,H
201312050559_389,E
201312050559_396,H
201312050559_398,H
201312050559_394,D
201312050559_387,E
201312060637_396,D
201312060637_394,D
201312060637_398,H
201312060637_389,E
201312071048_389,H
201312071048_394,E
201312071048_398,H
201312080844_394,E
201312080844_400,H
201312080844_398,H
201312090612_398,H
201312090612_399,D
201312090612_402,D
201312090612_400,H
201312090612_394,E
201312090612_403,D
201312090612_401,H
201312110559_406,D
201312110559_404,D
201312110559_400,A
201312110559_407,D
201312110559_403,D
201312110559_398,H
201312110559_401,D
201312110559_399,D
201312110559_405,H
201312120547_403,D
201312120547_408,H
201312120547_399,D
201312120547_407,D
201312120547_401,A
201312120547_404,D
201312120547_398,H
201312120547_405,D
201312130524_405,D
201312130524_403,D
201312130524_404,C
201312130524_408,H
201312130524_407,D
201312130524_399,D
201312130524_410,C
201312140707_410,D
201312140707_405,D
201312140707_404,D
201312140707_408,C
201312140707_409,D
201312140707_403,D
201312140707_399,E
201312150647_410,D
201312150647_405,C
201312150647_404,C
201312150647_409,H
201312150647_403,H
201312150647_399,E
201312150647_408,C
201312170620_404,D
201312170620_405,H
201312170620_408,D
201312170620_412,D
201312170620_399,E
201312180645_414,H
201312180645_415,C
201312180645_408,D
201312180645_405,H
201312180645_404,H
201312190640_404,D
201312190640_415,D
201312190640_408,D
201312190640_405,D
201312190640_413,C
201312190640_417,D
201312200623_408,D
201312200623_414,D
201312200623_417,H
201312200623_416,H
201312200623_415,D
201312200623_413,D
201312210647_413,B
201312210647_419,D
201312210647_414,D
201312210647_415,D
201312210647_412,E
201312210647_416,D
201312220701_419,C
201312220701_416,H
201312220701_412,F
201312220701_415,C
201312220701_418,D
201312230718_418,E
201312230718_421,H
201312230718_415,D
201312230718_417,H
201312230718_420,D
201312230718_419,H
201312230718_413,H
201312230718_416,H
201312240637_416,H
201312240637_415,D
201312240637_420,H
201312240637_421,H
201312240637_418,E
201312240637_413,A
201312250654_419,H
201312250654_415,D
201312250654_416,E
201312250654_418,E
201312250654_420,H
201312250654_422,E
201312260648_423,A
201312260648_422,E
201312260648_420,H
201312260648_416,E
201312270750_420,H
201312270750_416,D
201312270750_422,E
201312270750_425,D
201312280635_426,H
201312280635_425,D
201312280635_416,H
201312280635_418,E
201312280635_422,E
201312290627_418,E
201312290627_426,C
201312290627_427,C
201312290627_425,D
201312300653_418,E
201312300653_426,D
201312300653_428,H
201312300653_422,E
201312310658_426,H
201312310658_430,D
201312310658_425,H
201312310658_428,H
201312310658_429,D
201312310658_422,E
201401010709_422,D
201401010709_426,E
201401010709_431,C
201401010709_429,E
201401010709_430,D
201401020709_422,F
201401020709_431,D
201401020709_432,C
201401020709_430,D
201401020709_2,D
201401020709_426,D
201401030640_3,D
201401030640_432,D
201401030640_430,D
201401030640_426,D
201401030640_2,D
201401030640_431,C
201401040635_431,C
201401040635_432,D
201401040635_4,B
201401040635_1,F
201401040635_2,D
201401040635_3,D
201401040635_426,C
201401050631_432,D
201401050631_5,A
201401050631_431,C
201401050631_426,D
201401050631_4,D
201401050631_3,E
201401060647_4,D
201401060647_431,D
201401060647_432,D
201401060647_2,C
201401060647_8,H
201401060647_7,A
201401070646_431,H
201401070646_4,D
201401080642_4,E
201401080642_9,H
201401090644_11,H
201401090644_9,H
201401090644_4,E
201401100708_4,E
201401100708_14,A
201401100708_13,D
201401100708_15,D
201401100708_10,H
201401100708_9,H
201401110931_14,D
201401110931_12,H
201401110931_10,H
201401110931_13,H
201401110931_15,D
201401110931_4,E
201401110931_9,H
201401120649_9,H
201401120649_1,F
201401120649_17,A
201401120649_14,D
201401120649_13,H
201401120649_15,D
201401120649_10,H
201401130710_9,H
201401130710_13,H
201401130710_12,D
201401130710_14,D
201401130710_10,D
201401130710_16,H
201401130710_17,H
201401140852_15,D
201401140852_12,D
201401140852_19,H
201401140852_9,H
201401140852_18,D
201401140852_16,D
201401140852_10,D
201401140852_14,D
201401150645_15,D
201401150645_18,H
201401150645_10,D
201401150645_16,D
201401150645_9,C
201401150645_14,D
201401160626_10,D
201401160626_15,C
201401160626_18,C
201401160626_20,H
201401160626_14,D
201401160626_16,H
201401160626_9,H
201401170746_18,C
201401170746_21,H
201401170746_16,H
201401170746_14,D
201401170746_10,D
201401170746_20,H
201401180856_23,D
201401180856_18,A
201401180856_24,H
201401180856_12,H
201401180856_20,A
201401180856_16,H
201401180856_21,H
201401180856_10,D
201401210748_21,H
201401210748_25,D
201401210748_28,D
201401210748_26,E
201401210748_30,D
201401210748_29,A
201401210748_16,H
201401210748_27,H
201401210748_23,D
201401221031_23,D
201401221031_25,H
201401221031_31,D
201401221031_21,D
201401221031_33,B
201401221031_30,D
201401221031_26,E
201401221031_27,C
201401221031_28,D
201401221031_16,H
201401230750_26,E
201401230750_23,D
201401230750_30,A
201401230750_21,H
201401230750_25,H
201401230750_32,D
201401230750_31,D
201401230750_34,A
201401230750_27,H
201401240559_32,D
201401240559_26,E
201401240559_21,D
201401240559_25,H
201401240559_36,H
201401240559_35,H
201401240559_27,D
201401240559_23,D
201401250703_32,H
201401250703_27,D
201401250703_35,D
201401250703_23,D
201401250703_26,D
201401250703_21,H
201401250703_25,C
201401250703_34,H
201401260727_32,D
201401260727_34,A
201401260727_35,C
201401260727_26,E
201401260727_27,D
201401260727_25,H
201401270943_27,D
201401270943_31,B
201401270943_26,E
201401270943_34,A
201401270943_32,C
201401270943_30,C
201401280800_27,H
201401280800_30,C
201401280800_26,D
201401290600_32,D
201401290600_27,D
201401290600_31,A
201401310727_38,E
201402010607_40,D
201402010607_38,E
201402030623_41,D
201402030623_40,D
201402030623_42,D
201402040613_41,D
201402050602_41,C
201402050602_43,D
201402050602_38,E
201402050602_42,A
201402060619_43,D
201402060619_41,D
201402060619_42,C
201402070602_42,E
201402070602_38,E
201402070602_43,D
201402070602_37,F
201402070602_44,D
201402080643_44,D
201402080643_43,D
201402080643_46,D
201402090623_44,D
201402090623_46,D
201402090623_43,E
201402100604_49,H
201402100604_46,E
201402100604_44,D
201402100604_43,C
201402100604_47,E
201402110549_49,D
201402110549_44,D
201402110549_47,E
201402110549_48,D
201402110549_43,C
201402120601_51,D
201402120601_49,D
201402120601_47,E
201402120601_44,D
201402120601_43,C
201402120601_48,D
201402120601_50,E
201402130549_50,E
201402130549_48,C
201402130549_47,D
201402130549_44,H
201402130549_49,D
201402140538_44,H
201402140538_50,E
201402140538_47,D
201402140538_48,C
201402150555_47,D
201402150555_48,H
201402150555_50,E
201402160906_47,D
201402160906_50,E
201402160906_48,H
201402170532_48,H
201402170532_47,H
201402170532_50,E
201402180618_47,D
201402180618_57,D
201402180618_56,D
201402180618_53,B
201402180618_48,H
201402190629_57,D
201402190629_54,E
201402190629_47,D
201402190629_50,E
201402190629_56,D
201402190629_58,D
